Methane_ppm,CO2_ppm,NH3_ppm,H2S_ppm,Temperature_C,Humidity_percent,Garbage_Present,Risk_Level
20.93,250.0,4.22,5.92,32.75,51.82,No,Low
42.45,319.03,6.96,2.79,34.46,69.79,No,Medium
72.49,418.78,17.26,10.92,31.74,67.16,Yes,High
46.46,321.28,2.19,7.28,30.86,58.48,No,Medium
34.95,420.34,7.51,0.92,39.27,58.02,No,Low
34.16,468.17,21.63,19.16,22.38,67.85,No,High
8.74,496.25,41.02,6.24,38.48,71.83,Yes,High
57.66,277.38,19.78,6.11,28.55,60.94,Yes,Medium
38.44,619.66,5.83,8.8,32.85,76.8,No,Low
36.39,476.75,11.33,16.65,28.37,69.88,No,High
103.86,399.83,15.32,0.0,26.49,33.17,Yes,High
45.98,508.95,11.51,9.38,32.42,38.93,No,Medium
24.96,636.54,24.03,18.44,35.21,77.73,No,High
31.47,256.13,17.17,8.64,32.37,56.3,No,Low
62.97,377.47,24.08,1.82,27.29,62.46,Yes,Medium
42.27,250.0,11.86,4.91,48.06,77.09,No,Medium
11.23,419.27,28.26,9.03,35.99,59.9,Yes,Medium
58.38,436.54,13.34,14.65,34.67,60.56,Yes,Medium
26.64,396.08,5.29,6.3,28.24,46.97,No,Low
77.47,334.55,36.77,12.13,26.87,65.55,Yes,High
61.6,250.0,0.0,0.82,28.6,68.8,Yes,Medium
31.05,437.35,7.61,0.78,35.41,51.33,No,Low
65.62,545.54,8.73,5.59,25.05,46.17,Yes,Medium
41.36,340.9,40.08,15.19,24.66,99.39,Yes,High
57.06,444.01,33.07,8.34,32.7,58.61,Yes,Medium
49.69,250.0,29.94,9.45,31.6,49.74,Yes,Medium
23.07,445.72,11.69,9.39,26.15,70.6,No,Low
27.13,360.66,39.26,13.55,24.54,59.24,Yes,High
60.6,323.76,18.68,4.95,37.19,43.71,Yes,Medium
33.3,323.96,24.77,11.44,31.79,67.25,No,Medium
31.93,360.64,16.8,3.85,23.18,47.2,No,Low
20.9,438.24,14.51,17.92,23.53,83.65,No,High
48.47,268.78,12.48,4.0,28.19,67.42,No,Medium
81.25,360.29,12.9,3.59,33.66,55.85,Yes,High
18.65,395.85,21.08,10.75,32.98,61.64,No,Medium
40.48,290.1,18.67,8.4,35.66,73.55,No,Medium
68.24,579.67,14.69,9.63,22.55,62.79,Yes,Medium
38.41,314.65,30.1,9.14,31.12,91.83,Yes,Medium
49.05,333.06,0.0,2.55,37.13,77.04,No,Medium
18.75,302.17,20.1,16.07,36.66,67.31,No,High
48.57,579.85,22.18,12.47,31.79,45.95,No,Medium
36.26,455.29,26.47,14.79,41.74,57.8,Yes,Medium
59.71,306.34,14.35,5.36,33.05,67.18,Yes,Medium
63.75,510.62,17.08,10.08,35.21,47.66,Yes,Medium
91.79,420.07,24.86,8.99,30.22,79.4,Yes,High
51.59,425.73,29.91,13.64,26.1,45.39,Yes,Medium
46.52,365.55,11.99,13.8,25.62,50.44,No,Medium
43.89,325.06,17.67,8.97,30.91,51.57,No,Medium
32.94,433.78,31.79,0.41,28.94,71.16,Yes,Medium
46.77,345.49,0.0,16.9,21.16,47.93,No,High
34.09,581.68,8.1,10.78,24.87,33.0,No,Low
43.37,273.07,29.66,4.96,28.41,76.32,Yes,Medium
66.35,553.62,25.93,10.03,33.64,53.33,Yes,Medium
19.87,388.87,20.22,0.44,29.92,43.97,No,Medium
62.8,429.91,10.51,13.28,29.64,48.68,Yes,Medium
66.34,483.32,6.18,0.64,25.07,85.75,Yes,Medium
37.64,336.98,9.09,6.9,30.12,50.14,No,Low
0.0,486.42,30.48,9.22,36.6,58.15,Yes,Medium
27.84,250.0,8.72,13.19,30.78,53.3,No,Low
65.94,328.0,16.01,8.53,22.46,41.51,Yes,Medium
39.54,307.59,7.46,11.17,23.74,48.86,No,Low
20.01,274.65,23.43,7.86,32.94,40.48,No,Medium
29.9,378.5,9.61,7.84,28.88,74.34,No,Low
56.81,438.57,14.02,8.43,29.63,61.51,Yes,Medium
50.93,470.27,0.0,7.05,26.94,97.24,Yes,Medium
35.22,424.09,0.0,0.0,32.52,49.37,No,Low
32.66,333.43,15.08,4.16,28.5,47.12,No,Low
32.16,436.9,1.75,9.22,29.07,83.01,No,Low
21.55,412.43,36.05,6.75,25.74,75.87,Yes,High
72.31,493.61,0.0,7.22,34.61,65.77,Yes,High
33.55,477.69,7.0,6.38,28.89,43.29,No,Low
64.34,403.05,15.17,3.68,33.04,86.17,Yes,Medium
70.43,310.27,11.35,5.53,24.03,58.92,Yes,High
59.97,334.7,3.96,6.47,38.67,53.54,Yes,Medium
31.37,345.02,5.42,8.03,36.39,77.14,No,Low
48.07,368.47,5.09,9.97,20.45,59.67,No,Medium
39.52,426.81,12.13,7.1,25.99,42.51,No,Low
21.93,471.52,34.52,2.85,32.39,60.6,Yes,Medium
46.49,394.89,15.78,1.01,23.4,48.28,No,Medium
16.42,401.61,26.83,20.99,29.34,20.0,Yes,High
63.75,414.33,20.07,2.35,32.13,46.77,Yes,Medium
30.71,348.41,26.14,5.41,29.08,52.08,Yes,Medium
44.02,307.46,0.0,10.59,32.69,42.67,No,Medium
45.67,250.0,11.96,9.8,26.53,68.63,No,Medium
34.82,330.49,28.07,10.6,18.78,48.34,Yes,Medium
51.73,447.31,9.28,5.79,34.91,67.18,Yes,Medium
30.5,329.71,32.62,9.19,34.88,41.5,Yes,Medium
57.43,376.22,29.84,8.31,42.52,73.64,Yes,Medium
13.08,446.64,10.31,6.44,18.96,40.85,No,Low
42.53,452.07,9.97,9.23,33.75,24.88,No,Medium
78.78,292.05,4.86,13.28,20.16,78.56,Yes,High
19.99,499.71,8.7,7.89,38.78,47.16,No,Low
26.45,512.74,2.67,7.92,32.44,86.35,No,Low
50.28,287.02,19.29,13.34,25.24,68.47,Yes,Medium
43.59,317.62,0.44,12.81,33.9,71.85,No,Medium
47.01,519.11,21.04,15.92,27.23,75.68,No,High
49.78,385.31,21.28,0.0,31.5,61.69,No,Medium
52.69,250.0,0.0,12.53,31.03,61.86,Yes,Medium
62.19,260.03,30.5,11.01,38.72,79.22,Yes,Medium
48.2,375.06,20.14,3.57,39.07,61.67,No,Medium
35.17,283.7,22.5,9.26,27.01,49.08,No,Medium
53.45,358.66,7.41,13.26,35.29,68.79,Yes,Medium
78.0,403.24,21.22,3.85,31.77,28.3,Yes,High
37.35,546.23,26.26,10.21,22.94,79.79,Yes,Medium
20.51,370.95,14.01,12.36,26.52,80.11,No,Low
62.14,507.25,35.02,2.64,41.68,77.97,Yes,High
37.59,542.88,15.44,7.29,31.79,77.4,No,Low
0.0,543.43,26.41,9.5,35.0,58.74,Yes,Medium
56.95,428.48,17.93,4.02,28.94,58.4,Yes,Medium
29.29,250.0,20.86,3.6,27.3,41.56,No,Medium
38.19,446.08,0.0,7.32,30.14,86.22,No,Low
46.64,504.84,18.71,12.01,28.67,52.72,No,Medium
43.81,391.89,7.65,11.22,22.53,65.1,No,Medium
54.19,574.46,6.54,3.69,24.98,63.81,Yes,Medium
31.29,485.98,32.44,11.26,33.54,39.89,Yes,Medium
50.26,456.83,12.86,3.82,28.1,33.83,Yes,Medium
34.81,508.64,4.97,0.0,30.13,60.08,No,Low
54.78,433.34,11.41,6.16,31.17,53.19,Yes,Medium
52.31,250.0,2.0,13.61,31.57,58.66,Yes,Medium
21.29,350.09,29.34,11.28,35.73,75.98,Yes,Medium
61.72,519.72,8.04,7.99,24.51,63.37,Yes,Medium
29.28,319.24,20.29,5.92,32.85,71.38,No,Medium
56.16,377.65,28.56,6.05,33.78,66.68,Yes,Medium
47.35,295.52,10.0,8.54,34.93,55.25,No,Medium
76.76,578.39,20.32,2.66,22.94,44.97,Yes,High
35.53,568.15,4.7,6.26,31.27,63.97,No,Low
33.01,311.61,39.46,6.92,38.58,61.26,Yes,High
39.61,414.73,24.36,1.24,29.5,73.73,No,Medium
33.94,331.95,13.07,3.81,32.42,57.74,No,Low
56.0,461.49,7.27,10.05,33.9,55.54,Yes,Medium
7.67,450.97,13.86,8.05,24.87,56.56,No,Low
18.93,481.17,11.6,6.46,39.17,46.22,No,Low
18.64,433.19,34.53,3.44,32.5,81.7,Yes,Medium
59.01,693.54,2.74,15.88,32.6,77.09,Yes,High
74.21,297.21,16.35,3.81,21.69,41.8,Yes,High
37.91,250.0,14.82,9.26,33.97,72.06,No,Low
36.62,360.69,13.83,5.56,32.53,32.32,No,Low
41.4,250.0,13.91,8.18,38.12,74.78,No,Medium
63.24,250.75,13.84,10.29,28.44,49.55,Yes,Medium
21.45,299.87,23.73,1.15,25.06,65.4,No,Medium
44.77,307.78,21.09,7.97,26.59,31.06,No,Medium
59.5,304.54,19.19,13.95,27.48,42.02,Yes,Medium
50.02,451.82,0.0,16.81,24.41,67.03,Yes,High
43.79,349.38,18.0,7.35,36.45,49.49,No,Medium
60.02,382.05,0.0,8.21,36.64,47.4,Yes,Medium
0.0,489.42,21.46,19.06,29.02,80.94,No,High
53.56,323.37,29.74,13.67,28.04,93.16,Yes,Medium
26.92,373.55,5.74,4.91,20.92,74.06,No,Low
3.39,436.58,12.38,4.91,33.48,43.62,No,Low
50.22,250.0,9.01,12.78,38.27,86.45,Yes,Medium
67.47,250.0,27.35,2.94,26.81,36.58,Yes,Medium
37.25,434.61,15.95,13.44,29.42,55.43,No,Low
59.06,449.2,32.28,9.67,32.17,60.82,Yes,Medium
72.25,606.42,19.14,10.59,38.62,88.86,Yes,High
66.3,415.81,17.42,6.72,31.0,73.69,Yes,Medium
72.8,481.97,15.68,4.85,30.98,53.04,Yes,High
54.84,380.45,23.18,15.31,30.9,45.83,Yes,High
41.51,429.72,0.0,6.77,22.87,75.03,No,Medium
7.96,566.73,15.85,5.95,22.77,52.0,No,Low
35.08,250.0,14.3,7.6,25.96,63.25,No,Low
23.14,441.36,22.25,8.97,35.06,39.45,No,Medium
83.42,613.56,13.12,2.85,28.32,68.54,Yes,High
36.48,428.2,4.61,5.18,27.35,67.33,No,Low
42.46,565.06,15.07,4.91,27.26,41.38,No,Medium
51.03,337.08,4.17,12.23,29.31,75.47,Yes,Medium
40.87,396.8,0.0,3.57,38.51,68.32,No,Medium
73.9,403.35,22.27,0.0,29.24,71.1,Yes,High
27.55,250.0,20.79,0.0,26.07,54.32,No,Medium
43.89,283.18,19.67,0.65,30.13,62.68,No,Medium
25.15,290.31,28.03,14.81,38.78,60.95,Yes,Medium
13.6,482.21,8.35,8.08,27.49,57.78,No,Low
27.76,487.22,0.69,10.51,24.09,62.56,No,Low
39.26,432.4,14.3,10.68,27.5,78.85,No,Low
31.41,482.41,11.52,8.28,30.64,76.12,No,Low
26.15,383.59,6.58,7.63,33.44,42.27,No,Low
11.87,520.19,14.2,13.22,35.03,74.78,No,Low
38.34,400.88,8.88,8.73,24.77,77.87,No,Low
9.91,405.79,0.0,15.0,25.25,57.73,No,Low
55.2,373.44,10.59,11.1,28.38,67.63,Yes,Medium
41.65,468.45,3.64,4.91,33.42,67.41,No,Medium
10.85,357.88,17.32,5.51,23.7,47.25,No,Low
33.82,497.64,8.44,4.36,26.96,54.27,No,Low
24.96,286.79,26.12,14.09,27.04,71.26,Yes,Medium
46.38,290.11,31.04,5.97,34.71,52.56,Yes,Medium
66.81,468.74,21.79,4.01,32.64,74.63,Yes,Medium
2.5,391.15,0.0,9.6,34.52,79.57,No,Low
42.3,354.61,30.05,7.51,36.69,77.16,Yes,Medium
36.8,489.01,30.76,9.47,28.47,89.7,Yes,Medium
53.43,339.27,15.19,17.45,24.06,58.64,Yes,High
44.26,379.98,28.23,12.57,24.1,62.66,Yes,Medium
24.96,539.92,9.48,8.14,20.81,64.81,No,Low
33.62,553.91,0.0,0.96,27.71,59.09,No,Low
24.08,557.24,7.4,5.5,28.08,68.13,No,Low
61.52,371.79,32.29,11.56,33.94,34.33,Yes,Medium
40.43,523.07,0.09,2.14,30.08,63.07,No,Medium
78.02,305.1,15.0,18.7,27.55,39.34,Yes,High
38.79,309.31,15.34,8.07,29.42,45.56,No,Low
25.83,250.0,9.87,8.24,24.81,70.99,No,Low
9.73,567.29,10.56,4.67,35.13,57.01,No,Low
3.94,313.6,15.72,10.48,26.07,70.46,No,Low
8.32,387.35,9.38,2.21,24.3,56.69,No,Low
45.34,308.97,0.78,18.82,34.09,76.6,No,High
50.17,469.52,17.15,14.59,32.87,56.41,Yes,Medium
8.38,362.44,25.73,12.92,21.38,30.68,Yes,Medium
57.9,269.52,23.7,1.05,34.28,63.38,Yes,Medium
30.34,444.17,6.9,9.03,26.29,27.47,No,Low
42.94,256.63,2.49,14.05,28.13,38.21,No,Medium
72.24,316.26,12.16,10.97,30.94,46.76,Yes,High
57.94,250.0,30.68,2.99,32.93,44.88,Yes,Medium
34.63,257.6,21.46,4.75,32.23,51.82,No,Medium
22.18,417.85,22.04,5.74,29.75,44.37,No,Medium
0.0,250.0,23.9,4.98,27.88,38.91,No,Medium
25.62,251.89,19.21,15.64,32.06,83.13,No,High
35.78,399.76,16.21,0.0,29.41,49.83,No,Low
20.26,345.64,21.62,11.28,39.03,26.54,No,Medium
37.37,599.2,9.54,1.54,32.93,54.59,No,Low
41.54,583.39,0.86,3.19,25.38,43.13,No,Medium
35.5,313.21,22.23,0.0,27.61,46.73,No,Medium
27.0,455.71,27.38,5.25,30.24,70.66,Yes,Medium
43.37,474.93,3.82,15.55,36.5,53.28,No,High
48.84,340.25,23.22,9.32,37.06,42.71,No,Medium
18.19,250.45,31.81,2.01,28.02,66.69,Yes,Medium
68.22,398.77,14.98,13.09,25.33,77.25,Yes,Medium
38.03,382.72,6.82,14.16,24.69,68.05,No,Low
40.38,356.42,16.23,8.52,31.26,23.2,No,Medium
54.16,444.23,9.49,18.17,41.52,43.28,Yes,High
44.66,324.93,8.83,12.11,32.7,60.71,No,Medium
59.06,284.8,19.33,11.41,22.03,56.34,Yes,Medium
45.74,410.91,0.0,3.98,26.37,55.09,No,Medium
27.75,438.6,0.56,11.14,26.88,45.26,No,Low
47.23,282.34,15.19,9.08,25.89,38.92,No,Medium
17.13,492.81,14.78,10.6,28.06,90.12,No,Low
42.17,250.0,18.44,4.58,31.85,60.41,No,Medium
39.34,342.19,33.75,8.64,33.41,69.63,Yes,Medium
35.84,374.2,16.05,3.92,35.46,60.09,No,Low
37.43,336.38,20.98,0.0,32.62,60.7,No,Medium
2.36,343.49,5.24,12.99,20.23,59.07,No,Low
29.03,587.11,22.68,0.49,24.71,43.19,No,Medium
41.86,314.91,9.74,8.54,29.21,37.28,No,Medium
43.2,644.12,15.71,9.67,30.74,65.79,No,Medium
19.45,443.71,13.91,9.63,34.31,62.82,No,Low
65.31,409.21,25.33,6.58,30.22,74.07,Yes,Medium
22.68,447.62,1.9,9.36,30.25,71.03,No,Low
59.39,652.99,0.0,10.35,31.19,47.87,Yes,Medium
48.54,300.64,12.87,11.67,28.72,76.99,No,Medium
27.08,287.96,19.69,16.67,30.43,71.48,No,High
75.51,324.51,16.52,9.17,35.63,70.36,Yes,High
16.13,403.21,27.32,8.32,29.58,93.74,Yes,Medium
58.38,250.0,19.37,3.47,29.85,90.66,Yes,Medium
60.01,402.23,9.36,10.18,29.83,70.35,Yes,Medium
26.59,569.35,0.0,11.34,36.49,68.48,No,Low
67.85,415.14,12.63,7.04,24.46,76.22,Yes,Medium
35.0,370.73,25.28,10.72,38.88,51.24,Yes,Medium
45.77,338.18,11.08,6.54,24.12,51.45,No,Medium
45.21,489.85,15.28,11.35,26.73,70.1,No,Medium
37.31,317.42,19.21,12.56,33.72,47.15,No,Low
56.22,584.64,4.85,12.49,35.15,68.89,Yes,Medium
55.87,593.34,21.23,8.59,22.98,62.35,Yes,Medium
5.03,425.68,31.37,2.8,24.54,47.16,Yes,Medium
66.09,398.85,13.27,4.94,31.39,60.39,Yes,Medium
6.75,503.07,3.71,10.98,41.72,79.58,No,Low
60.65,509.48,14.33,20.24,36.23,61.24,Yes,High
62.53,319.4,0.0,6.3,28.76,61.3,Yes,Medium
18.18,347.34,18.37,10.28,17.9,64.93,No,Low
31.78,267.77,19.52,5.22,30.41,66.89,No,Low
17.89,440.91,31.76,3.13,31.81,55.04,Yes,Medium
35.7,466.66,13.06,4.62,28.09,65.25,No,Low
33.84,265.01,19.08,0.0,25.75,44.26,No,Low
55.59,354.48,6.39,14.77,30.8,48.01,Yes,Medium
66.21,265.27,11.44,0.0,25.29,49.93,Yes,Medium
67.91,310.12,0.0,6.68,39.36,67.05,Yes,Medium
28.76,455.1,13.05,2.11,37.58,62.4,No,Low
35.82,326.65,11.95,3.58,33.29,57.98,No,Low
6.33,369.92,17.99,14.88,30.45,70.36,No,Low
23.88,250.0,8.76,9.01,26.7,65.68,No,Low
59.3,418.7,15.83,3.17,29.9,55.65,Yes,Medium
72.31,395.57,11.67,5.05,38.2,44.47,Yes,High
15.31,327.1,11.69,4.17,34.34,47.7,No,Low
28.15,381.1,15.8,7.78,31.02,38.0,No,Low
39.47,418.03,15.41,8.86,34.62,62.11,No,Low
45.6,318.51,22.61,17.48,32.73,47.07,No,High
23.81,252.37,13.79,0.0,31.98,52.57,No,Low
48.48,580.56,11.5,7.83,34.9,58.09,No,Medium
30.52,336.67,13.19,6.42,32.59,75.66,No,Low
39.71,390.32,7.85,12.73,34.29,73.93,No,Low
50.93,501.08,11.4,9.77,30.81,59.18,Yes,Medium
40.13,752.91,35.31,10.95,28.73,78.98,Yes,High
31.27,275.55,5.87,9.73,27.26,29.81,No,Low
37.81,444.98,12.21,3.34,26.66,88.16,No,Low
38.23,329.24,11.13,14.06,21.97,70.39,No,Low
32.6,346.12,12.53,11.99,25.44,61.54,No,Low
34.82,327.98,11.69,12.58,25.3,46.63,No,Low
71.97,287.43,17.79,14.32,27.46,53.43,Yes,High
51.22,395.87,0.0,10.09,37.81,69.14,Yes,Medium
34.09,252.55,25.37,15.4,29.21,69.48,Yes,High
53.94,494.68,21.33,9.89,31.21,70.03,Yes,Medium
33.32,405.5,2.57,6.9,31.37,49.07,No,Low
63.46,442.24,0.0,7.97,37.94,46.05,Yes,Medium
47.39,353.38,5.23,7.88,27.12,62.93,No,Medium
37.85,363.28,12.57,5.4,28.89,71.55,No,Low
48.95,428.76,40.8,16.16,29.47,60.05,Yes,High
8.58,283.59,20.43,9.48,35.68,82.22,No,Medium
17.46,364.2,0.0,8.47,36.72,60.5,No,Low
16.12,314.04,8.1,9.94,32.37,59.99,No,Low
42.86,310.94,14.47,22.9,36.16,70.06,No,High
74.65,250.0,17.54,2.34,30.89,78.29,Yes,High
84.63,533.93,1.85,3.77,29.14,39.76,Yes,High
52.76,331.35,13.65,1.1,35.89,43.23,Yes,Medium
50.02,516.34,7.82,6.84,32.44,55.3,Yes,Medium
3.98,506.88,3.96,9.23,26.32,100.0,No,Low
29.15,271.4,17.6,5.67,34.99,56.08,No,Low
24.24,291.16,22.74,5.3,28.96,58.17,No,Medium
27.58,656.05,23.41,8.71,28.35,69.28,No,Medium
36.64,575.09,20.74,5.49,34.47,74.65,No,Medium
30.56,396.85,10.03,9.55,29.56,62.55,No,Low
0.41,425.74,22.15,13.57,31.94,77.47,No,Medium
54.96,336.92,18.09,11.39,33.31,42.09,Yes,Medium
18.55,443.24,16.34,12.41,26.09,48.51,No,Low
44.78,328.28,8.88,13.43,31.92,77.44,No,Medium
81.48,250.0,10.03,9.41,36.75,60.16,Yes,High
21.61,267.84,15.74,7.21,25.22,41.06,No,Low
0.0,402.11,39.4,4.14,32.25,40.16,Yes,High
34.28,286.89,18.01,6.04,25.85,47.84,No,Low
62.02,393.27,8.89,5.38,35.11,60.03,Yes,Medium
79.17,292.53,6.68,11.66,35.06,67.01,Yes,High
15.41,321.76,10.08,9.73,28.23,55.06,No,Low
49.93,485.32,36.77,11.48,41.05,65.77,Yes,High
30.69,424.75,11.01,2.2,35.53,53.44,No,Low
37.88,399.03,24.07,15.16,33.53,78.36,No,High
92.89,487.9,11.24,5.87,33.25,98.28,Yes,High
9.94,448.06,17.61,2.5,34.92,54.11,No,Low
45.07,544.66,22.92,5.8,25.02,67.2,No,Medium
49.35,354.01,9.28,20.42,30.97,65.98,No,High
61.72,357.04,8.59,6.06,31.92,62.08,Yes,Medium
41.96,269.89,31.59,6.37,28.0,69.8,Yes,Medium
46.16,357.1,24.85,7.04,32.32,67.18,No,Medium
32.17,496.48,22.91,7.26,36.16,52.93,No,Medium
45.38,530.0,22.87,4.09,27.89,79.75,No,Medium
33.14,496.03,19.6,8.72,29.73,63.02,No,Low
52.43,250.0,35.18,13.38,25.9,54.23,Yes,High
32.61,508.31,15.44,9.57,21.07,96.65,No,Low
47.54,250.0,20.77,2.44,33.89,58.26,No,Medium
39.41,489.81,0.49,6.28,29.87,63.82,No,Low
62.52,363.22,6.75,5.24,30.24,62.63,Yes,Medium
38.97,470.25,2.99,8.26,25.07,58.05,No,Low
4.54,266.76,27.74,14.65,29.07,66.73,Yes,Medium
65.24,517.12,0.0,7.26,35.48,47.33,Yes,Medium
21.89,253.5,10.98,7.56,30.0,68.95,No,Low
26.92,333.15,0.0,16.89,30.15,33.62,No,High
28.09,300.19,6.69,12.38,31.04,40.53,No,Low
67.49,250.0,10.09,10.87,23.82,87.39,Yes,Medium
0.0,409.45,28.85,17.79,33.12,41.16,Yes,High
102.75,580.61,18.97,10.45,23.72,30.6,Yes,High
61.12,666.69,6.67,0.0,25.3,41.53,Yes,Medium
44.46,409.72,25.66,12.16,24.75,86.1,Yes,Medium
38.9,511.67,15.18,0.04,29.12,33.12,No,Low
45.71,423.21,15.38,10.26,28.24,45.66,No,Medium
50.42,449.89,2.97,0.0,29.99,38.13,Yes,Medium
52.9,365.79,5.1,5.67,25.47,55.89,Yes,Medium
51.11,419.51,6.75,6.18,35.03,53.46,Yes,Medium
41.79,453.75,15.46,4.15,34.17,52.79,No,Medium
36.05,342.15,15.78,6.26,29.13,87.84,No,Low
36.97,392.25,30.44,13.16,27.61,42.01,Yes,Medium
36.1,394.16,18.85,4.43,27.1,58.47,No,Low
62.68,482.64,0.0,10.73,28.45,65.08,Yes,Medium
51.87,293.4,17.63,3.17,23.0,45.3,Yes,Medium
0.0,394.85,0.5,7.05,25.2,67.3,No,Low
53.12,591.2,5.34,9.62,34.3,54.0,Yes,Medium
43.89,516.41,6.88,3.02,31.51,65.61,No,Medium
39.63,534.92,8.37,1.44,38.17,58.38,No,Low
32.23,402.44,1.25,10.46,28.5,29.24,No,Low
62.48,432.1,17.03,13.62,28.19,79.59,Yes,Medium
58.95,500.22,0.89,7.6,27.96,91.06,Yes,Medium
24.54,556.03,18.57,5.71,28.4,57.35,No,Low
48.14,250.0,37.37,8.78,26.7,46.53,Yes,High
20.57,268.46,1.71,8.28,31.35,82.59,No,Low
12.41,530.94,12.15,9.21,30.15,88.36,No,Low
27.47,372.31,0.0,0.0,27.45,57.47,No,Low
57.25,332.83,11.99,2.65,36.26,56.72,Yes,Medium
59.06,274.58,21.43,3.77,39.48,58.8,Yes,Medium
50.26,344.5,22.21,8.75,35.83,34.88,Yes,Medium
54.5,259.76,15.77,8.93,32.79,55.63,Yes,Medium
50.32,609.11,23.89,11.18,33.81,85.72,Yes,Medium
27.17,397.76,40.46,9.29,39.28,57.47,Yes,High
48.64,394.2,32.12,1.5,33.8,44.4,Yes,Medium
56.01,458.81,9.77,15.24,27.07,67.45,Yes,High
55.09,496.23,0.49,14.36,31.96,49.99,Yes,Medium
63.78,494.59,10.94,1.71,33.13,59.0,Yes,Medium
54.17,507.36,5.53,9.66,25.03,40.97,Yes,Medium
47.03,336.92,19.51,5.02,28.58,44.45,No,Medium
61.4,370.21,3.19,8.69,35.5,71.06,Yes,Medium
39.47,476.9,14.27,13.27,20.88,61.74,No,Low
22.36,347.26,23.38,18.65,23.75,48.36,No,High
36.74,399.49,13.99,11.76,29.12,61.79,No,Low
25.1,439.88,5.54,9.47,31.77,50.89,No,Low
26.5,478.52,26.75,6.3,23.21,48.24,Yes,Medium
37.11,250.0,0.0,8.91,29.37,77.46,No,Low
24.15,471.47,11.72,14.8,35.77,71.74,No,Low
33.84,376.63,14.58,7.78,30.34,59.68,No,Low
2.13,470.75,15.16,3.57,34.7,62.17,No,Low
44.27,477.69,16.8,0.0,27.04,59.87,No,Medium
40.02,560.79,21.1,10.57,25.95,67.31,No,Medium
23.66,535.35,14.65,9.24,34.24,48.01,No,Low
53.18,534.66,11.32,4.77,31.85,72.94,Yes,Medium
58.75,544.37,10.92,13.13,24.07,65.3,Yes,Medium
7.85,429.14,8.88,5.89,26.0,56.05,No,Low
24.75,403.22,22.88,7.33,37.82,52.68,No,Medium
24.62,487.28,8.53,7.92,25.38,72.62,No,Low
21.2,473.21,23.47,6.25,34.67,57.74,No,Medium
56.59,369.09,15.19,9.18,27.61,49.52,Yes,Medium
36.12,440.48,9.79,13.76,29.98,54.23,No,Low
34.71,396.49,21.18,2.29,31.47,71.54,No,Medium
0.0,314.61,7.73,10.44,19.5,35.84,No,Low
52.71,529.05,21.38,8.86,22.69,54.67,Yes,Medium
15.21,405.52,17.13,8.77,30.43,76.06,No,Low
41.2,604.87,9.04,12.36,26.38,57.48,No,Medium
45.55,250.0,20.29,8.25,34.98,64.09,No,Medium
67.21,344.32,20.47,10.4,21.97,76.3,Yes,Medium
13.82,403.26,26.58,11.58,32.83,73.38,Yes,Medium
0.0,513.74,24.66,5.48,23.12,53.4,No,Medium
43.68,439.95,19.91,9.5,28.24,58.04,No,Medium
76.01,431.05,3.72,6.75,24.68,73.57,Yes,High
64.78,287.27,39.49,7.34,39.51,74.09,Yes,High
44.19,284.31,0.96,6.39,23.3,58.68,No,Medium
30.17,432.25,24.49,10.36,29.39,59.2,No,Medium
56.14,263.59,19.31,8.41,21.37,64.02,Yes,Medium
20.53,346.81,3.26,9.97,38.0,80.5,No,Low
49.53,450.09,13.76,7.91,32.01,76.01,No,Medium
50.11,301.77,14.21,0.0,30.68,70.4,Yes,Medium
61.2,560.54,28.06,8.16,37.37,43.82,Yes,Medium
95.19,522.39,7.87,8.32,30.74,55.88,Yes,High
47.85,250.0,12.38,9.21,31.1,56.67,No,Medium
29.82,306.76,0.0,5.03,30.66,81.28,No,Low
39.49,250.0,32.35,2.02,32.82,56.42,Yes,Medium
4.62,321.74,4.3,11.12,27.54,78.8,No,Low
26.11,476.64,18.27,6.63,28.93,51.44,No,Low
31.81,358.61,13.99,8.86,34.05,52.64,No,Low
29.52,446.08,14.02,6.59,31.39,67.22,No,Low
43.05,250.0,23.1,7.97,29.43,83.52,No,Medium
23.55,479.8,31.71,5.75,23.0,56.82,Yes,Medium
62.42,344.49,17.51,3.16,37.49,21.56,Yes,Medium
40.0,401.22,21.55,10.37,26.69,36.54,No,Medium
39.81,390.71,18.29,4.98,34.94,64.47,No,Low
33.44,272.85,25.18,8.82,30.88,37.88,Yes,Medium
43.1,284.69,10.37,10.05,23.53,47.02,No,Medium
56.5,496.78,25.75,5.07,36.26,60.19,Yes,Medium
22.66,439.9,26.1,1.98,31.27,23.26,Yes,Medium
26.84,505.0,25.83,20.13,36.68,54.3,Yes,High
33.93,432.47,8.4,5.36,29.09,42.53,No,Low
13.08,414.3,13.32,11.12,33.52,37.51,No,Low
23.61,250.0,17.39,17.7,21.19,47.97,No,High
30.48,372.96,1.29,11.95,27.5,43.96,No,Low
57.49,397.26,30.95,6.5,23.64,67.04,Yes,Medium
45.25,595.31,14.88,7.66,28.13,77.95,No,Medium
43.87,468.7,17.84,3.84,32.36,54.53,No,Medium
57.02,553.61,9.23,12.41,26.98,51.06,Yes,Medium
37.25,459.75,1.73,10.83,34.32,53.79,No,Low
47.81,328.87,8.96,5.43,25.72,43.38,No,Medium
37.94,411.71,17.19,2.79,34.43,40.67,No,Low
45.31,423.62,21.73,1.39,36.55,35.32,No,Medium
